coordinate_X,coordinate_Y,rssi_Value,rolling_mean_rssi,zone
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-30,-28.08695652173913,Personal
0.0,0.0,-30,-28.166666666666668,Personal
0.0,0.0,-30,-28.24,Personal
0.0,0.0,-30,-28.307692307692307,Personal
0.0,0.0,-30,-28.37037037037037,Personal
0.0,0.0,-30,-30.0,Personal
0.0,0.0,-31,-30.5,Personal
0.0,0.0,-29,-30.0,Personal
0.0,0.0,-29,-29.75,Personal
0.0,0.0,-30,-29.8,Personal
0.0,0.0,-32,-30.166666666666668,Personal
0.0,0.0,-29,-30.0,Personal
0.0,0.0,-31,-30.125,Personal
0.0,0.0,-31,-30.22222222222222,Personal
0.0,0.0,-31,-30.3,Personal
0.0,0.0,-30,-30.272727272727273,Personal
0.0,0.0,-25,-29.833333333333332,Personal
0.0,0.0,-25,-29.46153846153846,Personal
0.0,0.0,-25,-29.142857142857142,Personal
0.0,0.0,-25,-28.866666666666667,Personal
0.0,0.0,-25,-28.625,Personal
0.0,0.0,-25,-28.41176470588235,Personal
0.0,0.0,-25,-28.22222222222222,Personal
0.0,0.0,-25,-28.05263157894737,Personal
0.0,0.0,-27,-28.0,Personal
0.0,0.0,-27,-27.952380952380953,Personal
0.0,0.0,-25,-27.818181818181817,Personal
0.0,0.0,-27,-27.782608695652176,Personal
0.0,0.0,-25,-27.666666666666668,Personal
0.0,0.0,-25,-25.0,Personal
0.0,0.0,-25,-25.0,Personal
0.0,0.0,-25,-25.0,Personal
0.0,0.0,-25,-25.0,Personal
0.0,0.0,-25,-25.0,Personal
0.0,0.0,-28,-25.5,Personal
0.0,0.0,-25,-25.428571428571427,Personal
0.0,0.0,-27,-25.625,Personal
0.0,0.0,-25,-25.555555555555557,Personal
0.0,0.0,-28,-25.8,Personal
0.0,0.0,-25,-25.727272727272727,Personal
0.0,0.0,-27,-25.833333333333332,Personal
0.0,0.0,-28,-26.0,Personal
0.0,0.0,-28,-26.142857142857142,Personal
0.0,0.0,-28,-26.266666666666666,Personal
0.0,0.0,-28,-26.375,Personal
0.0,0.0,-28,-26.470588235294116,Personal
0.0,0.0,-27,-26.5,Personal
0.0,0.0,-28,-26.57894736842105,Personal
0.0,0.0,-28,-26.65,Personal
0.0,0.0,-28,-26.714285714285715,Personal
0.0,0.0,-28,-26.772727272727273,Personal
0.0,0.0,-28,-26.82608695652174,Personal
0.0,0.0,-28,-26.875,Personal
0.0,0.0,-28,-26.92,Personal
0.0,0.0,-29,-27.0,Personal
0.0,0.0,-28,-27.037037037037038,Personal
0.0,0.0,-28,-27.071428571428573,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-31,-28.375,Personal
0.0,0.0,-30,-28.555555555555557,Personal
0.0,0.0,-30,-28.7,Personal
0.0,0.0,-31,-28.90909090909091,Personal
0.0,0.0,-30,-29.0,Personal
0.0,0.0,-30,-29.076923076923077,Personal
0.0,0.0,-30,-29.142857142857142,Personal
0.0,0.0,-30,-29.2,Personal
0.0,0.0,-30,-29.25,Personal
0.0,0.0,-29,-29.235294117647058,Personal
0.0,0.0,-30,-29.27777777777778,Personal
0.0,0.0,-30,-29.31578947368421,Personal
0.0,0.0,-30,-29.35,Personal
0.0,0.0,-31,-29.428571428571427,Personal
0.0,0.0,-30,-29.454545454545453,Personal
0.0,0.0,-30,-29.47826086956522,Personal
0.0,0.0,-30,-29.5,Personal
0.0,0.0,-32,-29.6,Personal
0.0,0.0,-31,-29.653846153846153,Personal
0.0,0.0,-30,-29.666666666666668,Personal
0.0,0.0,-36,-36.0,Personal
0.0,0.0,-25,-30.5,Personal
0.0,0.0,-28,-29.666666666666668,Personal
0.0,0.0,-25,-28.5,Personal
0.0,0.0,-28,-28.4,Personal
0.0,0.0,-25,-27.833333333333332,Personal
0.0,0.0,-27,-27.714285714285715,Personal
0.0,0.0,-25,-27.375,Personal
0.0,0.0,-27,-27.333333333333332,Personal
0.0,0.0,-25,-27.1,Personal
0.0,0.0,-27,-27.09090909090909,Personal
0.0,0.0,-25,-26.916666666666668,Personal
0.0,0.0,-27,-26.923076923076923,Personal
0.0,0.0,-25,-26.785714285714285,Personal
0.0,0.0,-25,-26.666666666666668,Personal
0.0,0.0,-27,-26.6875,Personal
0.0,0.0,-25,-26.58823529411765,Personal
0.0,0.0,-27,-26.61111111111111,Personal
0.0,0.0,-25,-26.526315789473685,Personal
0.0,0.0,-27,-26.55,Personal
0.0,0.0,-25,-26.476190476190474,Personal
0.0,0.0,-27,-26.5,Personal
0.0,0.0,-25,-26.434782608695652,Personal
0.0,0.0,-25,-26.375,Personal
0.0,0.0,-25,-26.32,Personal
0.0,0.0,-28,-26.384615384615383,Personal
0.0,0.0,-25,-26.333333333333332,Personal
0.0,0.0,-28,-26.392857142857142,Personal
0.0,0.0,-28,-26.448275862068964,Personal
0.0,0.0,-28,-26.5,Personal
0.0,0.0,-28,-26.548387096774192,Personal
0.0,0.0,-28,-28.0,Personal
0.0,0.0,-27,-27.5,Personal
0.0,0.0,-28,-27.666666666666668,Personal
0.0,0.0,-28,-27.75,Personal
0.0,0.0,-28,-27.8,Personal
0.0,0.0,-28,-27.833333333333332,Personal
0.0,0.0,-28,-27.857142857142858,Personal
0.0,0.0,-28,-27.875,Personal
0.0,0.0,-28,-27.88888888888889,Personal
0.0,0.0,-28,-27.9,Personal
0.0,0.0,-28,-27.90909090909091,Personal
0.0,0.0,-28,-27.916666666666668,Personal
0.0,0.0,-28,-27.923076923076923,Personal
0.0,0.0,-28,-27.928571428571427,Personal
0.0,0.0,-28,-27.933333333333334,Personal
0.0,0.0,-28,-27.9375,Personal
0.0,0.0,-28,-27.941176470588236,Personal
0.0,0.0,-28,-27.944444444444443,Personal
0.0,0.0,-28,-27.94736842105263,Personal
0.0,0.0,-30,-28.05,Personal
0.0,0.0,-30,-28.142857142857142,Personal
0.0,0.0,-31,-28.272727272727273,Personal
0.0,0.0,-31,-28.391304347826086,Personal
0.0,0.0,-32,-28.541666666666668,Personal
0.0,0.0,-32,-28.68,Personal
0.0,0.0,-29,-29.0,Personal
0.0,0.0,-30,-29.5,Personal
0.0,0.0,-31,-30.0,Personal
0.0,0.0,-30,-30.0,Personal
0.0,0.0,-30,-30.0,Personal
0.0,0.0,-32,-30.333333333333332,Personal
0.0,0.0,-30,-30.285714285714285,Personal
0.0,0.0,-25,-29.625,Personal
0.0,0.0,-27,-29.333333333333332,Personal
0.0,0.0,-25,-28.9,Personal
0.0,0.0,-27,-28.727272727272727,Personal
0.0,0.0,-25,-28.416666666666668,Personal
0.0,0.0,-27,-28.307692307692307,Personal
0.0,0.0,-25,-28.071428571428573,Personal
0.0,0.0,-27,-28.0,Personal
0.0,0.0,-25,-27.8125,Personal
0.0,0.0,-27,-27.764705882352942,Personal
0.0,0.0,-25,-27.61111111111111,Personal
0.0,0.5,-51,-51.0,Personal
0.0,0.5,-54,-52.5,Personal
0.0,0.5,-52,-52.333333333333336,Personal
0.0,0.5,-53,-52.5,Personal
0.0,0.5,-52,-52.4,Personal
0.0,0.5,-54,-52.666666666666664,Personal
0.0,0.5,-53,-52.714285714285715,Personal
0.0,0.5,-57,-53.25,Personal
0.0,0.5,-51,-53.0,Personal
0.0,0.5,-54,-53.1,Personal
0.0,0.5,-50,-52.81818181818182,Personal
0.0,0.5,-54,-52.916666666666664,Personal
0.0,0.5,-51,-52.76923076923077,Personal
0.0,0.5,-56,-53.0,Personal
0.0,0.5,-51,-52.86666666666667,Personal
0.0,0.5,-52,-52.8125,Personal
0.0,0.5,-53,-52.8235294117647,Personal
0.0,0.5,-52,-52.77777777777778,Personal
0.0,0.5,-55,-52.89473684210526,Personal
0.0,0.5,-53,-52.9,Personal
0.0,0.5,-52,-52.857142857142854,Personal
0.0,0.5,-56,-53.0,Personal
0.0,0.5,-53,-53.0,Personal
0.0,0.5,-53,-53.0,Personal
0.0,0.5,-53,-53.0,Personal
0.0,0.5,-53,-53.0,Personal
0.0,0.5,-53,-53.0,Personal
0.0,0.5,-54,-54.0,Personal
0.0,0.5,-52,-53.0,Personal
0.0,0.5,-53,-53.0,Personal
0.0,0.5,-55,-53.5,Personal
0.0,0.5,-52,-53.2,Personal
0.0,0.5,-53,-53.166666666666664,Personal
0.0,0.5,-54,-53.285714285714285,Personal
0.0,0.5,-51,-53.0,Personal
0.0,0.5,-52,-52.888888888888886,Personal
0.0,0.5,-51,-52.7,Personal
0.0,0.5,-52,-52.63636363636363,Personal
0.0,0.5,-52,-52.583333333333336,Personal
0.0,0.5,-56,-52.84615384615385,Personal
0.0,0.5,-52,-52.785714285714285,Personal
0.0,0.5,-56,-53.0,Personal
0.0,0.5,-52,-52.9375,Personal
0.0,0.5,-54,-53.0,Personal
0.0,0.5,-52,-52.94444444444444,Personal
0.0,0.5,-54,-53.0,Personal
0.0,0.5,-52,-52.95,Personal
0.0,0.5,-55,-53.04761904761905,Personal
0.0,0.5,-52,-53.0,Personal
0.0,0.5,-55,-53.08695652173913,Personal
0.0,0.5,-52,-53.041666666666664,Personal
0.0,0.5,-55,-53.12,Personal
0.0,0.5,-52,-53.07692307692308,Personal
0.0,0.5,-55,-53.148148148148145,Personal
0.0,0.5,-52,-53.107142857142854,Personal
0.0,0.5,-55,-53.172413793103445,Personal
0.0,0.5,-52,-52.0,Personal
0.0,0.5,-52,-52.0,Personal
0.0,0.5,-52,-52.0,Personal
0.0,0.5,-52,-52.0,Personal
0.0,0.5,-52,-52.0,Personal
0.0,0.5,-52,-52.0,Personal
0.0,0.5,-52,-52.0,Personal
0.0,0.5,-52,-52.0,Personal
0.0,0.5,-56,-52.44444444444444,Personal
0.0,0.5,-52,-52.4,Personal
0.0,0.5,-55,-52.63636363636363,Personal
0.0,0.5,-52,-52.583333333333336,Personal
0.0,0.5,-55,-52.76923076923077,Personal
0.0,0.5,-52,-52.714285714285715,Personal
0.0,0.5,-55,-52.86666666666667,Personal
0.0,0.5,-54,-52.9375,Personal
0.0,0.5,-56,-53.11764705882353,Personal
0.0,0.5,-54,-53.166666666666664,Personal
0.0,0.5,-57,-53.36842105263158,Personal
0.0,0.5,-54,-53.4,Personal
0.0,0.5,-56,-53.523809523809526,Personal
0.0,0.5,-54,-53.54545454545455,Personal
0.0,0.5,-57,-53.69565217391305,Personal
0.0,0.5,-54,-53.708333333333336,Personal
0.0,0.5,-57,-53.84,Personal
0.0,0.5,-53,-53.80769230769231,Personal
0.0,0.5,-57,-53.925925925925924,Personal
0.0,0.5,-57,-54.035714285714285,Personal
0.0,0.5,-53,-53.0,Personal
0.0,0.5,-53,-53.0,Personal
0.0,0.5,-54,-53.333333333333336,Personal
0.0,0.5,-54,-53.5,Personal
0.0,0.5,-54,-53.6,Personal
0.0,0.5,-54,-53.666666666666664,Personal
0.0,0.5,-56,-54.0,Personal
0.0,0.5,-53,-53.875,Personal
0.0,0.5,-53,-53.77777777777778,Personal
0.0,0.5,-54,-53.8,Personal
0.0,0.5,-52,-53.63636363636363,Personal
0.0,0.5,-54,-53.666666666666664,Personal
0.0,0.5,-54,-53.69230769230769,Personal
0.0,0.5,-52,-53.57142857142857,Personal
0.0,0.5,-54,-53.6,Personal
0.0,0.5,-53,-53.5625,Personal
0.0,0.5,-52,-53.470588235294116,Personal
0.0,0.5,-52,-53.388888888888886,Personal
0.0,0.5,-53,-53.36842105263158,Personal
0.0,0.5,-54,-53.4,Personal
0.0,0.5,-52,-53.333333333333336,Personal
0.0,0.5,-54,-53.36363636363637,Personal
0.0,0.5,-53,-53.34782608695652,Personal
0.0,0.5,-53,-53.333333333333336,Personal
0.0,0.5,-52,-52.0,Personal
0.0,0.5,-55,-53.5,Personal
0.0,0.5,-52,-53.0,Personal
0.0,0.5,-52,-52.75,Personal
0.0,0.5,-52,-52.6,Personal
0.0,0.5,-52,-52.5,Personal
0.0,0.5,-52,-52.42857142857143,Personal
0.0,0.5,-52,-52.375,Personal
0.0,0.5,-54,-52.55555555555556,Personal
0.0,0.5,-51,-52.4,Personal
0.0,0.5,-54,-52.54545454545455,Personal
0.0,0.5,-52,-52.5,Personal
0.0,0.5,-55,-52.69230769230769,Personal
0.0,0.5,-52,-52.642857142857146,Personal
0.0,0.5,-52,-52.6,Personal
0.0,0.5,-52,-52.5625,Personal
0.0,0.5,-54,-52.64705882352941,Personal
0.0,0.5,-52,-52.611111111111114,Personal
0.0,0.5,-52,-52.578947368421055,Personal
0.0,0.5,-52,-52.55,Personal
0.0,0.5,-55,-52.666666666666664,Personal
0.0,0.5,-52,-52.63636363636363,Personal
0.0,0.5,-52,-52.608695652173914,Personal
0.0,0.5,-54,-52.666666666666664,Personal
0.0,0.5,-57,-52.84,Personal
0.0,0.5,-54,-54.0,Personal
0.0,0.5,-54,-54.0,Personal
0.0,0.5,-54,-54.0,Personal
0.0,0.5,-54,-54.0,Personal
0.0,0.5,-54,-54.0,Personal
0.0,0.5,-54,-54.0,Personal
0.0,0.5,-57,-54.42857142857143,Personal
0.0,0.5,-54,-54.375,Personal
0.0,0.5,-53,-54.22222222222222,Personal
0.0,0.5,-53,-54.1,Personal
0.0,0.5,-57,-54.36363636363637,Personal
0.0,0.5,-54,-54.333333333333336,Personal
0.0,0.5,-54,-54.30769230769231,Personal
0.0,0.5,-54,-54.285714285714285,Personal
0.0,0.5,-57,-54.46666666666667,Personal
0.0,0.5,-53,-54.375,Personal
0.0,0.5,-57,-54.529411764705884,Personal
0.0,0.5,-56,-54.611111111111114,Personal
0.0,0.5,-54,-54.578947368421055,Personal
0.0,0.5,-54,-54.55,Personal
0.0,0.5,-53,-54.476190476190474,Personal
0.0,0.5,-54,-54.45454545454545,Personal
0.0,0.5,-54,-54.43478260869565,Personal
0.0,0.5,-53,-54.375,Personal
0.0,0.5,-54,-54.36,Personal
0.0,0.5,-52,-54.26923076923077,Personal
0.0,0.5,-54,-54.0,Personal
0.0,0.5,-53,-53.5,Personal
0.0,0.5,-54,-53.666666666666664,Personal
0.0,0.5,-53,-53.5,Personal
0.0,0.5,-54,-53.6,Personal
0.0,0.5,-53,-53.5,Personal
0.0,0.5,-54,-53.57142857142857,Personal
0.0,0.5,-53,-53.5,Personal
0.0,0.5,-54,-53.55555555555556,Personal
0.0,0.5,-53,-53.5,Personal
0.0,0.5,-54,-53.54545454545455,Personal
0.0,0.5,-53,-53.5,Personal
0.0,0.5,-53,-53.46153846153846,Personal
0.0,0.5,-53,-53.42857142857143,Personal
0.0,0.5,-53,-53.4,Personal
0.0,0.5,-53,-53.375,Personal
0.0,0.5,-53,-53.35294117647059,Personal
0.0,0.5,-56,-53.5,Personal
0.0,0.5,-52,-53.421052631578945,Personal
0.0,0.5,-52,-53.35,Personal
0.0,0.5,-52,-53.285714285714285,Personal
0.0,0.5,-52,-53.22727272727273,Personal
0.0,0.5,-52,-53.17391304347826,Personal
0.0,0.5,-52,-53.125,Personal
0.0,0.5,-52,-53.08,Personal
0.0,0.5,-52,-53.03846153846154,Personal
0.0,0.5,-52,-53.0,Personal
0.0,0.5,-52,-52.964285714285715,Personal
0.0,0.5,-52,-52.93103448275862,Personal
0.0,0.5,-52,-52.9,Personal
0.0,0.5,-52,-52.87096774193548,Personal
0.0,0.5,-52,-52.0,Personal
0.0,0.5,-52,-52.0,Personal
0.0,0.5,-52,-52.0,Personal
0.0,0.5,-54,-52.5,Personal
0.0,0.5,-52,-52.4,Personal
0.0,0.5,-52,-52.333333333333336,Personal
0.0,0.5,-52,-52.285714285714285,Personal
0.0,0.5,-52,-52.25,Personal
0.0,0.5,-52,-52.22222222222222,Personal
0.0,0.5,-52,-52.2,Personal
0.0,0.5,-54,-52.36363636363637,Personal
0.0,0.5,-57,-52.75,Personal
0.0,0.5,-54,-52.84615384615385,Personal
0.0,0.5,-57,-53.142857142857146,Personal
0.0,0.5,-54,-53.2,Personal
0.0,0.5,-57,-53.4375,Personal
0.0,0.5,-54,-53.470588235294116,Personal
0.0,0.5,-57,-53.666666666666664,Personal
0.0,0.5,-54,-53.68421052631579,Personal
0.0,0.5,-57,-53.85,Personal
0.0,0.5,-53,-53.80952380952381,Personal
0.0,0.5,-56,-53.90909090909091,Personal
0.0,0.5,-54,-53.91304347826087,Personal
0.0,0.5,-57,-54.041666666666664,Personal
0.0,0.5,-54,-54.04,Personal
0.0,0.5,-57,-54.15384615384615,Personal
0.0,0.5,-54,-54.148148148148145,Personal
0.0,0.5,-56,-54.214285714285715,Personal
0.0,0.5,-54,-54.206896551724135,Personal
0.0,0.5,-54,-54.0,Personal
0.0,0.5,-54,-54.0,Personal
0.0,0.5,-54,-54.0,Personal
0.0,0.5,-54,-54.0,Personal
0.0,0.5,-54,-54.0,Personal
0.0,0.5,-54,-54.0,Personal
0.0,0.5,-53,-53.857142857142854,Personal
0.0,0.5,-53,-53.75,Personal
0.0,0.5,-53,-53.666666666666664,Personal
0.0,0.5,-53,-53.6,Personal
0.0,0.5,-56,-53.81818181818182,Personal
0.0,0.5,-53,-53.75,Personal
0.0,0.5,-55,-53.84615384615385,Personal
0.0,0.5,-53,-53.785714285714285,Personal
0.0,0.5,-54,-53.8,Personal
0.0,0.5,-53,-53.75,Personal
0.0,0.5,-54,-53.76470588235294,Personal
0.0,0.5,-52,-53.666666666666664,Personal
0.0,0.5,-54,-53.68421052631579,Personal
0.0,0.5,-52,-53.6,Personal
0.0,0.5,-54,-53.61904761904762,Personal
0.0,0.5,-52,-53.54545454545455,Personal
0.0,0.5,-54,-53.56521739130435,Personal
0.0,0.5,-53,-53.541666666666664,Personal
0.0,0.5,-53,-53.52,Personal
0.0,0.5,-53,-53.5,Personal
0.0,0.5,-53,-53.48148148148148,Personal
0.0,0.5,-53,-53.464285714285715,Personal
0.0,0.5,-53,-53.0,Personal
0.0,0.5,-53,-53.0,Personal
0.0,0.5,-52,-52.666666666666664,Personal
0.0,0.5,-52,-52.5,Personal
0.0,0.5,-56,-53.2,Personal
0.0,0.5,-52,-53.0,Personal
0.0,0.5,-56,-53.42857142857143,Personal
0.0,0.5,-52,-53.25,Personal
0.0,0.5,-54,-53.333333333333336,Personal
0.0,0.5,-52,-53.2,Personal
0.0,0.5,-54,-53.27272727272727,Personal
0.0,0.5,-52,-53.166666666666664,Personal
0.0,0.5,-54,-53.23076923076923,Personal
0.0,0.5,-52,-53.142857142857146,Personal
0.0,0.5,-55,-53.266666666666666,Personal
0.0,0.5,-52,-53.1875,Personal
0.0,0.5,-52,-53.11764705882353,Personal
0.0,0.5,-52,-53.05555555555556,Personal
0.0,0.5,-52,-53.0,Personal
0.0,0.5,-52,-52.95,Personal
0.0,0.5,-52,-52.904761904761905,Personal
0.0,0.5,-52,-52.86363636363637,Personal
0.0,0.5,-52,-52.82608695652174,Personal
0.0,0.5,-54,-52.875,Personal
0.0,0.5,-52,-52.84,Personal
0.0,0.5,-52,-52.80769230769231,Personal
0.0,0.5,-54,-52.851851851851855,Personal
0.0,0.5,-52,-52.82142857142857,Personal
0.0,0.5,-54,-52.86206896551724,Personal
0.0,0.5,-57,-53.0,Personal
0.0,0.5,-54,-53.03225806451613,Personal
0.0,0.5,-54,-54.0,Personal
0.0,0.5,-54,-54.0,Personal
0.0,0.5,-54,-54.0,Personal
0.0,0.5,-57,-54.75,Personal
0.0,0.5,-54,-54.6,Personal
0.0,0.5,-57,-55.0,Personal
0.0,0.5,-54,-54.857142857142854,Personal
0.0,0.5,-57,-55.125,Personal
0.0,0.5,-54,-55.0,Personal
0.0,0.5,-56,-55.1,Personal
0.0,0.5,-54,-55.0,Personal
0.0,0.5,-57,-55.166666666666664,Personal
0.0,0.5,-54,-55.07692307692308,Personal
0.0,0.5,-57,-55.214285714285715,Personal
0.0,0.5,-54,-55.13333333333333,Personal
0.0,0.5,-56,-55.1875,Personal
0.0,0.5,-54,-55.11764705882353,Personal
0.0,0.5,-57,-55.22222222222222,Personal
0.0,0.5,-54,-55.1578947368421,Personal
0.0,0.5,-57,-55.25,Personal
0.0,0.5,-54,-55.19047619047619,Personal
0.0,0.5,-56,-55.22727272727273,Personal
0.0,0.5,-56,-55.26086956521739,Personal
0.0,0.5,-53,-55.166666666666664,Personal
0.0,0.5,-54,-55.12,Personal
0.0,0.5,-53,-55.03846153846154,Personal
0.0,0.5,-54,-55.0,Personal
0.0,0.5,-53,-54.92857142857143,Personal
0.0,0.5,-53,-54.86206896551724,Personal
0.0,0.5,-52,-52.0,Personal
0.0,0.5,-52,-52.0,Personal
0.0,0.5,-52,-52.0,Personal
0.0,0.5,-52,-52.0,Personal
0.0,0.5,-52,-52.0,Personal
0.0,0.5,-52,-52.0,Personal
0.0,0.5,-56,-52.57142857142857,Personal
0.0,0.5,-52,-52.5,Personal
0.0,0.5,-54,-52.666666666666664,Personal
0.0,0.5,-52,-52.6,Personal
0.0,0.5,-54,-52.72727272727273,Personal
